Data,NE,NW,SE,SW
43497,1.346153846,0.818253968,0.784158416,0.370526316
43498,0.533695652,3.009722222,0.865957447,3.570700637
43499,9.68172043,4.87752809,5.652475248,13.41166667
43500,1.551086957,0.150625,0.16344086,0.153888889
43501,0.434065934,0.637671233,0.030952381,0.034117647
43502,0.179120879,0.43047619,0.004109589,0.008641975
43503,0.088235294,0.532894737,0.023880597,0.274096386
43504,0.015,0.065116279,0.01,0.00130719
43505,0.725,1.654037267,0.147272727,0.106711409
43506,2.313186813,4.265405405,3.022429907,2.054878049
43507,1.92247191,2.821081081,1.688073394,1.959090909
43508,0.562857143,0.759060403,1.553684211,1.045930233
43509,1.001190476,0.423239437,0.433018868,0.682716049
43510,0.3,0.284210526,0.310526316,0.708527132
43511,0.144827586,0.223529412,0.065217391,0.031428571
43512,0,0.05,0,0
43513,0.566666667,0.21,0,0.006666667
43514,0.1,0.438461538,0.003846154,0.003571429
43515,0.893442623,1.027941176,0.841,0.704444444
43516,0.827027027,2.030994152,0.495714286,0.473015873
43517,5.6875,8.206486486,11.56759259,11.82555556
43518,0.032,0.016,0.834146341,0.794594595
43519,0.032258065,0.336666667,0.006818182,0.179411765
43520,0,0.225,0.019354839,0.052631579
43521,0,0.766666667,0.019230769,0.175
43522,0,0.11,0.05,0.3
43523,,0.0875,0,0
43524,,0.233333333,0,0.369047619
43525,0.158333333,0.646153846,2.162068966,4.486956522
43526,0,0.346341463,0.031578947,0.437333333
43527,3.95326087,5.496236559,1.163157895,1.461607143
43528,1.812,3.168666667,1.569512195,1.886021505
43529,3.555813953,4.475539568,2.021359223,2.998830409
43530,0.29,0.66125,0.147222222,0.129032258
43531,0.3975,1.554666667,0.834090909,0.803448276
43532,0.920754717,1.546835443,0.633333333,0.986554622
43533,8.212903226,9.045698925,4.958490566,7.308522727
43534,3.314285714,4.721472393,5.910377358,6.954696133
43535,0.513043478,1.98372093,3.398113208,3.793333333
43536,0.201923077,0.834862385,0.143037975,0.3872
43537,0.771641791,2.307865169,0.547169811,0.750393701
43538,2.505434783,3.352972973,2.035,5.062011173
43539,7.320430108,6.471195652,6.721296296,5.074725275
43540,3.034408602,2.657142857,0.704761905,1.325
43541,1.917582418,1.564739884,1.555421687,1.834027778
43542,0.763829787,2.451515152,1.326666667,0.523943662
43543,0.376923077,0.598305085,0.154545455,0.082857143
43544,0.376923077,1.025862069,0.016666667,0.425
43545,0.601785714,0.441860465,0.144444444,0.183333333
43546,0.2,0.1,0.076923077,0.2
43547,0.329166667,0.016666667,0,0.016666667
43548,0.3,0.475,1.087755102,0.410638298
43549,1.174545455,2.080645161,3.090322581,1.901149425
43550,3.027173913,0.764052288,1.975,0.880368098
43551,1.424675325,1.481325301,0.420454545,0.975151515
43552,0.206666667,0.448780488,0.807462687,1.362406015
43553,,0.1,0,0.258333333
43554,,0,0,0.125
43555,0,0,0,0
43556,0,0.2,0,0
43557,,0,0,0
43558,,,0.033333333,0.2
43559,0,0.414285714,0.266666667,0.12
43560,0,0.426315789,0.57,0.527536232
43561,1.242857143,4.425,5.779518072,5.408333333
43562,0.1,,0.1,0.14
43563,0.475,0.357142857,0.35,
43564,0.077777778,0,0,0
43565,0.3,0.465909091,0.695238095,0.375
43566,0.05,0.596,2.396491228,0.504
43567,0.68,0.215151515,1.957142857,2.062666667
43568,0.566666667,2.144859813,0.887878788,3.502259887
43569,,0.2625,0.014285714,0.108
43570,,0,0,
43571,0.496666667,0.3,1.51875,0.58
43572,,0.3,0.596774194,0.633333333
43573,,,0,
43574,,,0,
43575,0.823076923,0,0.12,0
43576,2.518,0.5,3.57826087,0.45
43577,0.1,0.333333333,1.220408163,0.95
43578,,0.21,0.333333333,0.924
43579,0.1,0,0.85,0.228571429
43580,1,0.214285714,0,
43581,0,4.425531915,0.803225806,1.014666667
43582,2.644,1.649350649,13.18493151,2.121621622
43583,3.040277778,3.692391304,19.44672897,15.57103825
43584,4.166666667,1.484782609,6.523157895,11.20297619
43585,0.4,4.7,10.00142857,4.323529412
43586,0.539130435,0.683544304,1.992647059,2.107407407
43587,2.458108108,2.531884058,0.981818182,0.877380952
43588,1.089552239,1.601769912,6.5640625,1.329090909
43589,5.91875,4.676521739,3.367532468,5.336666667
43590,0.169230769,3.085714286,10.77536232,3.76557377
43591,0.4,0.973684211,6.57804878,0.3
43592,0.1,0.225,0.1125,0.239655172
43593,0.25,1.553703704,0.864,2.086290323
43594,0.707407407,3.328571429,3.108,3.68423913
43595,0.946666667,4.441428571,2.407142857,3.257831325
43596,2.304347826,3.608510638,2.037142857,6.165873016
43597,7.166666667,8.170873786,4.786516854,5.187222222
43598,2.528735632,1.464197531,5.995959596,3.804651163
43599,1.94375,2.471428571,12.20190476,7.181318681
43600,11.32365591,9.710752688,7.464150943,8.984408602
43601,9.373913043,9.196216216,4.660227273,2.522680412
43602,4.02195122,3.944444444,3.695890411,2.037209302
43603,10.85652174,3.684782609,6.151851852,4.1375
43604,1.631818182,3.453846154,1.497333333,5.305343511
43605,10.17176471,4.380606061,4.805172414,2.649484536
43606,4.506097561,6.573648649,18.83809524,15.68333333
43607,2.886956522,3.466666667,14.99306931,22.03846154
43608,7.063888889,2.846153846,15.64895833,6.8
43609,0.5,0.433333333,2.206153846,0.954166667
43610,0.1,0.4,0.913793103,3.131372549
43611,0.64,2.035555556,2.731818182,2.078571429
43612,2.609090909,5.271910112,3.225742574,6.951098901
43613,13.25913978,6.289171975,6.144680851,13.75217391
43614,1.882352941,2.15,4.13258427,1.618333333
43615,1.033333333,1.428571429,11.25396825,4.727659574
43616,2.145945946,2.840136054,0.721052632,1.42
43617,0.96,2.336666667,1.317391304,0.144444444
43618,1.7,0.4,5.032352941,2.614285714
43619,,0.9,1.7,2.7
43620,0.5,3.866666667,3.865517241,1.6
43621,1.186363636,1.316666667,6.514285714,3.03255814
43622,3.388709677,8.359770115,4.2,7.328571429
43623,3.175555556,3.035211268,2.075555556,1.605882353
43624,4.665217391,4.833333333,3.124390244,1.825757576
43625,,0.9,0.6,
43626,13.7,14.93247863,1.975,6.871428571
43627,1.1,5.464864865,2.833333333,6.373333333
43628,3.06,3.102542373,3.55,3.792
43629,21.50232558,7.181560284,10.65428571,4.930519481
43630,0.725,0.290909091,4.976190476,0.35
43631,16.53333333,10.64155844,4.236363636,8.871942446
43632,1.839393939,0.572222222,5.836842105,2.642016807
43633,0.3,2.6,3.202439024,1.6
43634,,0,2.847368421,0.05
43635,1.327272727,1.985714286,6.346428571,5.408695652
43636,7.671052632,6.239130435,5.186666667,5.013888889
43637,6.223076923,5.567521368,8.52,5.92826087
43638,1.9,2.6,3.27027027,3.068421053
43639,,0.4,1.192592593,0.35
43640,,0.3,0.2625,
43642,2.358333333,0.94,3.108333333,1.209090909
43643,2.080357143,1.123333333,0.175,3.5
43644,0.63,0.042857143,0.066666667,0
43645,0.2,0.1,0,
43646,,0.075,,
43647,2.794936709,1.806593407,2.359770115,7.360689655
43648,2.284782609,1.417808219,0.166666667,1.6
43649,0.8425,1.198823529,1,3.833333333
43650,3.024615385,7.269285714,1.54,29.5
43651,2.794318182,2.385064935,1.13,0.296969697
43652,2.105747126,2.930769231,1.214285714,2.266666667
43653,2.218461538,3.988888889,3.508064516,0.87761194
43654,7.379310345,3.54957265,0.92,0.54137931
43655,13.71182796,7.00610687,2.828,1.512820513
43656,2.153658537,2.934074074,2.225510204,1.836046512
43657,0.405555556,1.133333333,4.077464789,2.544594595
43658,1.55,5.528440367,0.932,5.146242775
43659,2.196363636,5.2675,6.831730769,9.020103093
43660,2.285714286,3.507407407,5.111111111,4.083435583
43661,1.655555556,0.788888889,0.1,1.529411765
43662,5.143820225,3.341818182,1.602941176,2.45
43663,1.535211268,0.294117647,3.323809524,0.9
43664,0.15,0.033333333,0.2,0
43665,0.65,2.609756098,1.374025974,2.277325581
43666,5.957692308,2.885416667,2.285294118,3.71884058
43667,7.122093023,2.784090909,12.671,6.561046512
43668,0.263636364,1.452293578,1.26375,1.265277778
43669,1.232142857,0.906741573,2.8725,1.23442623
43670,0.680952381,0.438461538,1.455172414,0.883333333
43671,0.814285714,,0,
43672,1.386666667,1.958823529,6.152941176,0.85
43673,5.213846154,7.322307692,3.302083333,5.177027027
43674,10.61794872,1.530769231,4.1,6.866393443
43675,4.62,5.050909091,8.467532468,8.788034188
43676,5.778125,8.037974684,4.983333333,8.584848485
43677,3.14,5.031343284,6.903658537,4.271515152
43678,1.063636364,2.762,2.393617021,2.514285714
43679,0.211111111,1.416666667,1.17826087,0.825
43680,1.754545455,1.843396226,3.002040816,3.579207921
43681,1.477419355,4.053211009,1.792682927,2.439735099
43682,1.35625,1.279487179,2.969090909,3.873076923
43683,7.532978723,4.664204545,2.361904762,4.105755396
43684,11.40531915,8.996067416,12.52385321,9.62038835
43685,5.434090909,5.002255639,0.867857143,1.93255814
43686,3.076785714,1.557894737,1.4,1.183870968
43687,1.25,3.407865169,18.70909091,6.456707317
43688,0.95,1.358536585,0.644444444,2.393684211
43689,5.718421053,1.732098765,15.46382979,11.18393782
43690,1.930434783,3.034782609,16.36185567,4.592708333
43691,3.782258065,1.836111111,10.07676768,2.514285714
43692,0.3,0.488372093,0.1,0.481132075
43693,1.72,2.762,3.114634146,3.925165563
43694,0.066666667,0.060869565,0.05,0.442857143
43695,0.2,2.063207547,2.533333333,3.669565217
43696,3.683561644,1.342666667,4.411363636,4.030215827
43697,12.93913043,5.319318182,11.62658228,20.14039409
43698,2.660759494,1.177477477,0.648529412,1.104166667
43699,0.1,0.2,3.044444444,1.166666667
43700,,0,0.26,0.1
43701,,0,1.74,0.913333333
43702,0.3,0.65,7.523529412,4.570833333
43703,5.9,0.58,6.726315789,7.136283186
43704,0.2,2.621875,2.523076923,3.415384615
43705,7.092857143,10.48285714,7.3375,8.25
43706,5.475862069,2.80952381,4.014285714,5.940163934
43707,1.1,2.577777778,7.815789474,3.582258065
43708,,0.4,5.066666667,0.933333333
43709,1.7,8.62173913,3.619230769,4.430857143
43710,6.095555556,3.322222222,14.66190476,12.21052632
43711,0.703571429,0.648571429,4.81744186,0.858
43712,,0.123529412,0.3,2.3
43713,0.55,0.626829268,0.8,1.1
43714,0.3,1.120689655,0.425,2.273529412
43715,5.289393939,7.222346369,8.205050505,8.367475728
43716,6.343283582,2.611627907,4.118292683,10.09004975
43717,2.348484848,15.55668449,14.29716981,12.0004878
43718,0.952,11.25705521,1.781818182,1.242105263
43719,0.1,0.380769231,0.6,0.2
43720,0.1,0.072727273,,0
43721,1.5925,1.180254777,0.809090909,0.515116279
43722,0.427272727,0.323076923,,0.325
43723,0.133333333,0.833870968,0.6,0.5
43724,2.848,2.62037037,3.089655172,3.730612245
43725,8.924468085,9.214893617,3.120192308,3.004568528
43726,3.738461538,4.959090909,1.357692308,1.1
43727,3.17032967,1.492248062,2.382524272,1.945517241
43728,1.054545455,1.585714286,0.640909091,2.011111111
43729,0.536538462,0.287234043,0.144444444,0.28
43730,0.1,0.1,0,
43731,0.2,0.066666667,2.654545455,2.972727273
43732,0.1,0.597727273,0.822857143,0.41978022
43733,2.702857143,2.984955752,3.719,3.310204082
43734,1.590322581,0.952941176,1.994805195,1.321854305
43735,7.560638298,12.31755319,4.308695652,3.739893617
43736,3.578313253,3.594915254,2.34109589,1.918320611
43737,6.165957447,7.698395722,1.850980392,1.962318841
43738,11.23510638,12.725,5.769158879,4.292592593
43739,2.771764706,7.001604278,2.173684211,1.892253521
43740,6.959574468,5.643085106,13.67981651,7.47044335
43741,2.563043478,1.838064516,3.072727273,1.631413613
43742,0.603448276,2.70173913,1.504878049,2.608080808
43743,1.635714286,2.818699187,7.498913043,9.094594595
43744,1.193333333,2.221568627,1.38627451,0.920588235
43745,1.223684211,2.097959184,0.395454545,1.3
43746,3.759574468,3.815957447,3.436697248,4.697058824
43747,7.426595745,4.1375,7.779816514,5.965841584
43748,3.320652174,2.134615385,1.936734694,2.285789474
43749,1,1.337272727,0.8,0.688235294
43750,3.25,2.950793651,0.2,2.3625
43751,0.335714286,1.044827586,0.966666667,1.15
43752,,0.1,0,0
43753,0.1,0.3,,0.130769231
43754,2.535714286,8.661202186,1.502857143,1.331654676
43755,0.176470588,0.887610619,1.166666667,0.147826087
43756,0.133333333,1.371287129,0.3,0.583333333
43757,0.383333333,0.533333333,0.4,0.2
43758,,0.3,0.1,0.1
43759,,0.135,,0.066666667
43760,0.16,0.157142857,0,0.14
43761,0.133333333,0.171428571,0.193333333,0.204545455
43762,0.186666667,0.187804878,0.071428571,0.12
43763,0.15,0.3,0.1,0.133333333
43764,0.1,0.758333333,0.18,0.2
43765,1.157954545,1.945142857,1.865979381,3.121674877
43766,1.088157895,2.189130435,0.810958904,0.620930233
43767,0.946296296,0.637333333,0.819480519,0.54494382
43768,1.306666667,0.16875,0.528571429,0.64
43769,1.5,3,,0.342857143
43770,0.569565217,1.975,0.942105263,1.054081633
43771,1.821518987,1.756571429,0.508928571,1.104195804
43772,2.967816092,6.962162162,1.555555556,3.764670659
43773,3.176344086,6.223463687,8.000980392,1.61910828
43774,0.513636364,3.104255319,13.42783505,5.365625
43775,2.297101449,2.014857143,3.940909091,0.846153846
43776,0.465909091,0.468,2.303225806,0.391666667
43777,0.970833333,1.547272727,1.949056604,0.77244898
43778,0.907692308,5.29112426,2.565686275,3.023888889
43779,6.011363636,1.6,15.82244898,10.42272727
43780,0.579411765,0.912,0.253333333,0.405555556
43781,3.07032967,6.005421687,5.408641975,10.39320388
43782,5.679787234,12.70124224,4.056190476,10.36097561
43783,0.473584906,1.186206897,0.84,0.175409836
43784,0.567741935,0.407317073,0.25952381,0.188235294
43785,0.15,0.469047619,0.575,0.368181818
43786,0.153333333,0.189655172,0.2,0.276923077
43787,0.72,1.334969325,0.891428571,1.619075145
43788,0.433333333,1.217391304,1.233333333,0.111111111
43789,0.255882353,0.264383562,0.812162162,0.450961538
43790,0.906,3.260451977,1.488157895,2.025252525
43791,1.075,0.164285714,0.864705882,0.1
43792,0.169230769,0.635714286,0.361538462,0.1
43793,1.266666667,0.133333333,1.57027027,0.381818182
43794,0.123529412,0.1625,0.2875,0.182352941
43795,0.15,0.178378378,0.133333333,0.08
43796,0.34516129,0.871612903,0.960714286,0.293333333
43797,0.492307692,2.352531646,3.196610169,1.363793103
43798,1.877108434,2.144230769,1.587378641,2.433333333
43799,0.402272727,1.060655738,0.352,0.87752809
43800,0.143478261,1.241025641,0.079310345,0.085964912
43801,1.917241379,2.80994152,1.744444444,1.961616162
43802,0.88902439,1.411176471,1.119354839,0.409271523
43803,0.660493827,0.311111111,0.0453125,0.017910448
43804,0.114285714,0.146666667,0.008333333,0.055102041
43805,4.226530612,3.908379888,0.4125,1.582733813
43806,3.227659574,3.238378378,0.724242424,1.221052632
43807,0.741818182,1.796732026,1.06835443,1.266
43808,0.213333333,1.450862069,0.635294118,0.656779661
43809,0.86,0.807936508,1.266216216,0.405882353
43810,0.326086957,0.306666667,0.614285714,0.118181818
43811,0.058823529,0.263333333,0.485714286,0.32195122
43812,1.166666667,2.28404908,1.334285714,0.602752294
43813,3.317777778,3.532432432,1.652525253,1.90625
43814,0.894545455,1.626704545,0.815254237,2.126704545
43815,0.767391304,0.32826087,0.227272727,0.287878788
43816,0.1,0.166666667,0.1,0.085
43817,0.16,0.1,0.126315789,0.178571429
43818,0.173076923,0.184615385,0.141176471,0.1
43819,0.261538462,3.890196078,1.507142857,1.818518519
43820,2.479545455,3.998863636,6.247663551,7.494444444
43821,3.541304348,0.72972973,5.219047619,2.725
43822,7.362222222,1.193548387,25.89439252,9.547761194
43823,5.198913043,1.025517241,4.148571429,2.163861386
43824,1.426027397,1.690184049,3.267021277,5.15990099
43825,2.012987013,1.598203593,2.982075472,3.103960396
43826,1.455555556,1.690697674,4.114285714,2.663636364
43827,0.17804878,0.546315789,2.015294118,0.864052288
43828,0.195238095,0.063888889,0.282857143,0.269318182
43829,0.810169492,0.625842697,0.030769231,0.071052632
43830,1.2575,0.507575758,0.389130435,0.106024096
43831,0.45,0.09,0,0
43832,0.3,0.104761905,0.017142857,0
43833,3.408045977,4.095604396,0.823333333,1.585798817
43834,4.225531915,4.701666667,3.898148148,4.02745098
43835,0.45862069,0.584955752,1.12875,0.257971014
43836,0.813953488,0.62601626,0.120731707,0.198484848
43837,0.084090909,0.2,0.05974026,0.118867925
43838,2.077419355,0.945086705,2.398148148,2.869950739
43839,2.601075269,3.631147541,2.588785047,2.447263682
43840,4.562765957,3.615217391,0.789690722,1.077439024
43841,0.345652174,0.394318182,1.301020408,0.811029412
43842,1.090322581,2.021111111,0.092857143,0.656521739
43843,1.244736842,0.782608696,0.127272727,0.270909091
43844,0.883333333,0.343333333,0.024,0.081818182
43845,0.35,0.213636364,0,0.021428571
43846,0.06,1.6,0.020833333,0.035714286
43847,0.2,0.275,0.020833333,0.073076923
43848,0.768292683,0.45862069,1.075641026,2.566891892
43849,0.253333333,0.877777778,2.218518519,2.271532847
43850,0.283333333,0.17,0.117948718,0.147169811
43851,1.59,0.778947368,0.115384615,0.175
43852,0.892307692,0.469902913,0.759615385,0.793333333
43853,0.322727273,0.346341463,0.010638298,0.052238806
43854,0.911940299,0.951111111,0.065853659,0.284444444
43855,0.836363636,0.658865248,0.091489362,0.144444444
43856,0.240540541,0.268131868,0.038709677,0.088636364
43857,0.4,1.69875,0.243333333,0.707692308
43858,2.331868132,11.14347826,2.064210526,2.421910112
43859,3.894680851,4.466304348,2.773076923,1.483615819
43860,4.825,7.828961749,3.528037383,3.769230769
43861,5.405319149,4.143575419,3.724074074,1.77245509
43862,8.639784946,7.533870968,3.431775701,5.121463415
43863,0.758823529,2.301538462,4.785849057,4.127860697
43864,1.707692308,2.422651934,4.278703704,7.225242718
43865,2.504494382,3.019886364,15.27962963,12.07087379
43866,0.615555556,0.773684211,1.592,1.123255814
43867,1.448780488,1.435802469,4.523148148,2.527918782
43868,0.5875,0.362222222,1.241538462,1.138709677
43869,0.18,0.042857143,0.016666667,0.016666667
43870,4.578888889,5.723243243,1.458585859,2.439864865
43871,3.413978495,5.955376344,4.301834862,7.451470588
43872,2.916129032,3.4125,2.863551402,1.818681319
43873,0.913414634,2.449315068,0.708411215,0.956081081
43874,0.780952381,1.748322148,0.780952381,1.172289157
43875,0.591304348,0.365079365,1.092045455,1.750684932
43876,0.3,0.3,0.022857143,0.056
43877,0.327272727,0.542241379,0.127027027,0.29
43878,0.508333333,0.87047619,1.963414634,0.758888889
43879,2.122580645,1.505524862,0.964835165,0.908074534
43880,1.909638554,3.84,2.525961538,3.934653465
43881,0.657894737,3.365536723,0.861842105,2.655789474
43882,2.016666667,1.16962963,3.952336449,2.309375
43883,2.677380952,2.16,0.763917526,1.602424242
43884,5.055913978,9.052717391,14.69449541,15.37621359
43885,1.301612903,4.68839779,2.369811321,2.988669951
43886,3.527472527,2.086585366,1.630693069,3.43960396
43887,1.262686567,1.877124183,1.629166667,2.842245989
43888,0.577941176,0.769594595,1.128431373,2.049489796
43889,0.588888889,1.884137931,2.098039216,1.78021978
43890,1.252112676,1.521264368,0.651515152,0.759060403
43891,1.527906977,2.23373494,1.18255814,2.587919463
43892,4.797826087,2.168888889,3.185263158,2.060784314
43893,1.750574713,5.809189189,2.082105263,4.001020408
43894,2.523333333,0.891549296,6.260810811,1.135294118
43895,0.1625,0.341176471,0.063888889,0.66
43896,2.7,3.688043478,0.867532468,1.157541899
43897,1.297260274,1.868333333,0.916853933,1.677227723
43898,0.373913043,0.11,0.294871795,0.2
43899,0.231578947,1.453254438,0.406666667,0.5392
43900,4.014130435,7.373513514,3.17706422,4.910294118
43901,1.901149425,2.01849711,2.366037736,2.3025
43902,5.227659574,3.108241758,1.929896907,2.276767677
43903,2.176086957,3.683050847,0.888505747,1.217006803
43904,0.845783133,0.15,0.242,0.2
43905,0.035,0,0,0
43906,0.455555556,0.653846154,0.166666667,0.1
43907,0.166666667,0,0,0
43908,0.264285714,1.425,0.1,1.2
43909,0.450724638,0.470769231,0.171428571,0.275
43910,1.113043478,1.370731707,2.689041096,5.566842105
43911,0.919512195,0.95862069,3.437333333,1.118796992
43912,0.003448276,0.125,2.347368421,0.782926829
43913,0,0.033333333,0.314285714,0.036734694
43914,0.05,0,0,0
43915,0.05,0,0,0
43916,0,0,0,0
43917,0,0,0.083333333,0
43918,0,0.507692308,0.1,0.65
43919,0.814457831,0.924117647,1.276190476,2.306435644
43920,1.322077922,1.351973684,0.436,0.972631579
43921,0.4953125,0.273333333,0.430985915,0.947159091
43922,0.2,0.705,0,0.066666667
43923,0.292857143,0.371428571,0,0.133333333
43924,0.595,0.359090909,0.271428571,0.106666667
43925,,0.1,0,0
43926,,,0,
43927,,0,0,
43928,,,0,
43929,,,0,
43930,0.1,,0.45,
43931,,,0,
43932,,,0,
43933,0.185714286,0.996491228,1.144444444,0.211428571
43934,1.069736842,0.842056075,4.640776699,2.934482759
43935,0.590566038,0.730952381,0.530666667,0.416239316
43936,0.989041096,0.332,0.175,0.1
43937,0.24375,0.1,0.4,
43938,0.1,,0,
43939,,,0,
43940,0.233333333,,0.1,
43941,,,0,
43942,,,0,
43943,0.7,,0,
43944,,0,0,
43945,0.532258065,0.331034483,0.247058824,0.309090909
43946,0.6,0.525,2.536585366,0.566917293
43947,0.083333333,,0.033333333,0.4
43948,0,0.1,0,
43949,0.463636364,3.946017699,0.9375,1.025396825
43950,1.642682927,1.166923077,9.291509434,6.216842105
43951,1.147058824,2.450331126,1.074285714,1.676119403
43952,6.987234043,3.447239264,6.760550459,3.553571429
43953,2.559493671,2.881656805,2.723913043,5.1591133
43954,1.528070175,1.42688172,1.932051282,2.883229814
43955,5.54137931,5.54640884,2.995945946,9
43956,6.169565217,2.149068323,5.787735849,0.953370787
43957,4.347761194,4.6375,12.087,3.135087719
43958,0.05,0.1,0.066666667,0
43959,0,,0,0
43960,1.1,0.25,0.3625,0.452173913
43961,0.682142857,1.312727273,1.075862069,0.661616162
43962,17.63085106,11.52054054,5.395283019,16.97391304
43963,1.030379747,2.04,0.4703125,0.8921875
43964,2.638666667,2.196396396,8.672897196,6.957803468
43965,0.735714286,0.74375,1.851960784,0.706299213
43966,0.38,0.923809524,7.715254237,3.088095238
43967,0.908333333,0.610843373,0.0875,0.128571429
43968,3.93258427,2.531932773,0.679545455,1.309230769
43969,5.233333333,4.090243902,1.272,3.109090909
43970,6.683516484,2.948322148,1.13125,1.054285714
43971,0.28,0.321428571,0,0.025
43972,0,0.2,0,
43973,1.124,3.068965517,1.977777778,3.775
43974,5.238297872,4.007567568,11.87272727,13.29178744
43975,4.265822785,7.324456522,4.57184466,5.928640777
43976,3.59375,2.87037037,4.859813084,8.507317073
43977,1.05,1.377777778,9.23,6.76036036
43978,0.70625,1.523809524,4.961538462,2.191452991
43979,1.422222222,1.511688312,5.922093023,2.424836601
43980,0.75483871,2.15,2.111267606,1.208064516
43981,8.355696203,1.642424242,20.64579439,7.110215054
43982,0.25,2.185714286,10.88255814,6.672262774
43983,0.512903226,1.0375,1.742465753,0.307692308
43984,0.442424242,1.973214286,2.338095238,4.396376812
43985,2.9,1.5,1.735,1.046153846
43986,0.814814815,2.367105263,1.59137931,5.258563536
43987,8.990322581,9.517977528,5.509433962,6.232843137
43988,1.122641509,1.469090909,1.123684211,5.835365854
43989,10.36315789,7.797058824,8.424271845,14.62892157
43990,5.01369863,2.670192308,5.2,1.773188406
43991,1.5325,1.663636364,1.515068493,0.366197183
43992,10.35764706,6.550757576,6.245360825,2.357857143
43993,2.695454545,3.105084746,8.804545455,3.061157025
43994,1.6,4.564,3,1.825
43995,3.028571429,9.0625,5.134615385,7.452631579
43996,0.569565217,0.58,0.743589744,0.293548387
43997,0.390909091,1.35,3.3,1.383333333
43998,2.6,3.6,3.723287671,1.72
43999,11.82359551,2.92173913,6.955238095,5.877325581
44000,6.213432836,8.92125,7.839423077,15.55323383
44001,7.56875,9.655,10.80380952,15.86748768
44002,10.71363636,4.471153846,16.59272727,18.47414634
44003,6.232857143,7.716783217,19.64220183,6.187958115
44004,14.76962025,1.919047619,17.17864078,5.741904762
44005,3.991358025,1.958108108,8.859459459,3.147222222
44006,3.96,2.251219512,7.288732394,8.605747126
44007,2.466666667,1.634615385,6.1,2.0275
44008,5.433333333,8.584782609,7.075247525,16.52628866
44009,7.088888889,3.053125,4.973076923,4.396815287
44010,5.315789474,5.28410596,7.58125,10.03357143
44011,23.97934783,6.680981595,13.90833333,12.62028986
44012,0.755555556,0.37027027,1.3,0.5
44013,8.696551724,7.635928144,4.713846154,6.090178571
44014,6.205,2.042519685,9.485981308,7.696216216
44015,2.891111111,2.736363636,5.102222222,1.815966387
44016,0.509302326,1.273786408,0.822222222,2.075
44017,0.848275862,2.099180328,1.375,1.445454545
44018,3.516666667,2.191891892,8.106603774,2.869047619
44019,0.98,2.354117647,2.305128205,0.797183099
44020,3.283333333,2.089719626,2.882352941,3.545652174
44021,2.91375,7.641304348,1.632727273,3.700961538
44022,6.66043956,5.925568182,7.317948718,6.703846154
44023,2.302272727,3.544,17.45728155,11.75584416
44024,1.382978723,0.920408163,1.746,0.559459459
44025,0.728571429,0.1,0.236363636,0.1
44026,,0.45,0.05,
44027,1.782352941,8.140588235,2.033333333,3.799487179
44028,7.389772727,7.465838509,8.052830189,5.293532338
44029,3.614285714,1.280645161,10.052,7.900833333
44030,2.74,3.658333333,6.4984375,4.23984375
44031,2.1,5.457425743,4.8046875,5.553246753
44032,7.530487805,7.285,5.423863636,7.809195402
44033,1.866666667,0.748,0.471875,0.95
44034,0.914285714,0.604081633,0.14,0.418421053
44035,0.7875,0.364864865,0.788,0.168965517
44036,1.936666667,1.161764706,3.173333333,5.215492958
44037,0.133333333,0.68,2.763636364,0.992592593
44038,4.393333333,3.42,3.526865672,6.219767442
44039,5.37037037,1.704761905,1.830555556,0.783333333
44040,3.022891566,2.205882353,3.231168831,2.927083333
44041,0.1,1.195238095,2.326315789,1.46
44042,0.3,0.746666667,,1.05
44043,0.702,0.317241379,0.3,1.2
44044,1.646153846,0.275,0.12,
44045,3.96,2.682467532,1.9125,7.725874126
44046,7.725,13.59104478,6.274324324,21.7320197
44047,10.72417582,5.7625,8.591428571,7.573232323
44048,,2.5,1.906896552,0.468
44049,,0.45,0.06,0.1
44050,,0,1.1,
44051,0,1.05,0.033333333,1.15
44052,2.058064516,3.376470588,2.975,2.255172414
44053,1.433333333,3.188607595,4.93,3.46
44054,1.1,3.9,3.4,1.887234043
44055,,,,0.68
44056,,0.3,0.2,1.394117647
44057,3.4,1.722,1.81875,6.392592593
44058,0.2,0.65,7.344444444,1.773333333
44059,,0.425,5.488461538,6.1609375
44060,6.420289855,2.789473684,5.964102564,3.151041667
44061,7.4,5.28630137,12.53333333,12.75837838
44062,5.036363636,1.696428571,9.327272727,8.164285714
44063,1.816666667,0,0.65,0.1
44064,,0.578571429,1.2,0.25
44065,9.820652174,5.991256831,10.948,9.598019802
44066,1.238888889,1.538461538,7.263636364,1.71
44067,1.033333333,3.232323232,3.910869565,1.243298969
44068,1.34,2.650344828,1.511764706,0.397916667
44069,8.898913043,11.59234973,5.422077922,3.428571429
44070,6.829545455,5.236241611,2.242105263,1.119607843
44071,3.12962963,2.192941176,1.909302326,5.151744186
44072,4.25952381,1.652173913,11.22238806,11.38939394
44073,19.93586957,13.50621469,4.535483871,13.8174359
44074,3.569318182,5.708379888,13.73394495,7.917326733
44075,4.16626506,5.104958678,10.53394495,18.69303483
44076,2.82,12.225,3.158928571,1.626724138
44077,1.98,2.903932584,1.276923077,1.84375
44078,1.787209302,2.1175,0.647619048,0.43220339
44079,13.07802198,4.84502924,8.176767677,11.344
44080,0.842105263,2.63943662,12.44457831,7.2390625
44081,1.987878788,1.461403509,4.580769231,0.815909091
44082,0.233333333,0.631818182,0,1
